0 - [(0.46458760776993374, -0.40438975085833134, 1.0, 0.20689808967884127, -0.5131265117162783, 1.0, -0.1074112723451808, 1.0, 1.0, 0.7679537360653548, 1.0, 1.0, -0.04625446050366433, 0.19984491183350128, 0.8447116546654894, 1.0, -0.6290591236601484, 1.0, 0.512166990938888, -1.0, 0.15523675695393124, 0.7285170540014576, -0.5060397911829242, -1.0, -0.7715158809270335, 0.8430741118735764, 0.11005353083147473, 0.31853806059078427, -0.7857772888703451, 0.37689592107799036, -0.7914701538940982, -0.25142964059360307, -0.6386329458485189, 0.1961279371764022, 0.15886879681102184, -1.0, 0.6723500942387427, -0.6865737550655168, -0.6646252087211665, -0.755177960581304, 0.8552945521405523, 1.0] - 1.0
1 - [(1.0, 0.6644547217454632, 1.0, 1.0, -0.7188828873971272, -0.8418299918511822, 1.0, 1.0, -0.32002944752090184, 1.0, 1.0, -0.346590748735758, -1.0, -1.0, 0.8447116546654894, -0.05798874650557373, 0.6520652530583635, 0.1892028096629116, 0.992919737366579, -0.021801980826269385, 1.0, -0.6669091571841764, -0.5060397911829242, -0.6238036660757477, 1.0, 1.0, 0.11005353083147473, 1.0, -1.0, 1.0, 0.6854063555522443, -0.9915151293829413, -1.0, -0.9300126610323491, 1.0, 1.0, 1.0, -1.0, -1.0, -1.0, 1.0, -0.29256124316267873] - 1.0
2 - [(-1.0, 0.6644547217454632, -0.858631862059881, -0.05781209544223387, 0.5466297028057949, 1.0, 0.036666776510424715, 0.285143284409239, -1.0, -0.3109692725820816, 1.0, -0.19455067196114517, 0.12494860223041077, -1.0, -1.0, -1.0, 0.6520652530583635, -1.0, -0.4459834781413987, 0.03719465139977429, 0.2634772248426046, -0.08956067177570254, 1.0, -0.6238036660757477, 0.2698125622171216, 1.0, 0.11005353083147473, 1.0, 0.16893616571722225, -1.0, -0.6694901354545607, 0.7203182187053261, 0.02095527431798505, -1.0, -0.15474642075461958, -0.05953251976701224, 1.0, -1.0, -0.46735656777988743, 1.0, 1.0, 1.0] - 1.0
3 - [(-0.6628353178717117, -1.0, -0.8131614827361117, -0.6445687230093405, 0.25743640091438685, -1.0, 0.8915198850911938, -1.0, -1.0, -1.0, 0.174411528586611, -1.0, 0.7929049923513634, -1.0, -0.655216911859448, 0.047810128144983643, 1.0, -1.0, -0.4459834781413987, 1.0, 1.0, -1.0, -1.0, 0.07042860834571613, -0.6875793871106424, 1.0, 0.13181314572961522, 1.0, 1.0, 1.0, 1.0, -1.0, 0.427203103772674, 0.2063812918325143, 1.0, 1.0, 0.6418089363250855, 1.0, -0.02009238899953969, -0.8355518067685852, 1.0, -0.514508011769511] - 1.0
4 - [(-0.3603867169090622, -0.3431269936809358, -1.0, -1.0, 0.8, 0.8, 0.43259974416345326, -1.0, 1.0, -0.6733666780935936, -0.15186719806798943, -1.0, -0.841897555946307, 1.0, 1.0, -0.4067008368253303, -0.3489603947820945, 0.41624627184507845, -0.15900639008196804, -0.12685047675519878, 1.0, 0.32263456977900906, -0.8357405662551551, 0.07042860834571613, -0.30785477231184566, -0.6777149310019808, 0.8373017053694376, -1.0, -0.7197325556305613, 1.0, 0.5984794645365408, -1.0, 1.0, 0.29758617569834644, 1.0, 1.0, -0.9767910381879777, 1.0, 1.0, 1.0, -1.0, 0.16355892539645356] - 1.0
5 - [(-0.3966819389206439, 1.0, 0.8068385172638884, 0.14696491238953147, -0.42495244850198705, -1.0, -0.7558090176934136, 0.7281176177996773, -0.4992841800413016, -0.6045721204510139, -1.0, 0.8, -0.17243756466968108, -1.0, 1.0, -1.0, 1.0, -1.0, 0.0912350807127644, 1.0, -0.8, -1.0, -0.8742627425010124, 1.0, 0.8, -0.512928720057365, -1.0, -1.0, -0.7197325556305613, 0.37559824486217996, 0.5732409563262686, -0.2094897659106374, 0.2510760109790504, 0.7885478375510853, -0.08051427731974958, 1.0, 1.0, 0.2726917544410976, -1.0, -1.0, -1.0, -1.0] - 1.0
6 - [(-0.017200676947287996, -0.3157765063584336, 1.0, 0.14696491238953147, -1.0, -0.4148097611879553, -0.7558090176934136, 0.7281176177996773, 1.0, -1.0, 0.8205712550067217, 0.8, 1.0, 1.0, 1.0, -0.6992713363242187, 1.0, -1.0, -0.9644071585282407, -1.0, -1.0, 0.983999826657258, 1.0, -1.0, -1.0, -1.0, 0.08865931990464215, 0.5125371401207066, 0.4881536859244767, -1.0, 1.0, 1.0, 0.2510760109790504, 0.7885478375510853, -0.2571227210298277, 1.0, -1.0, 1.0, -1.0, 0.9180069877319106, 0.900640254225919, 1.0] - 1.0
7 - [(-1.0, -0.34781994546604733, 1.0, 0.2487608324350573, -1.0, 1.0, -0.8, 0.4348773752272789, -0.47062943159911463, 0.5583288230784305, 0.8205712550067217, 0.8, -0.8, -0.30146627142139004, -0.9293735914293205, 1.0, -0.2548442709173262, 0.6672824861699856, 0.8, 0.8, 0.8, -0.3110009034523394, 0.22503200287833636, -1.0, -1.0, 0.6625499666879366, 0.65055190423959, -1.0, 1.0, 0.10754420862479158, 0.13580808101129416, 1.0, -0.982, 0.5297027471494823, 1.0, 0.8, -1.0, -1.0, -1.0, 0.4270584925183702, 1.0, 0.5244925723414429] - 1.0
8 - [(1.0, -1.0, -1.0, -0.6675185606479022, 1.0, -0.15153649020342275, 1.0, -0.307302796402783, -0.47062943159911463, -1.0, -0.8, -0.22639322115700722, -0.8, -1.0, -1.0, -1.0, 1.0, 0.6672824861699856, -0.14255802750577706, 0.8, -1.0, -0.8, -0.9680066900641293, 0.37965919751123733, 0.2419487012220547, 0.7951987033339021, 0.65055190423959, -0.1590536316637845, -0.40335583743907044, 0.4457686508144876, -1.0, 0.5512437127943761, 0.2689388153349581, 0.19418711538360245, -1.0, -1.0, -1.0, -0.5460301101621317, 0.12824541592437455, 0.45037158167197483, -1.0, -0.47617943907529314] - 1.0
9 - [(0.7984186261231105, -1.0, -1.0, -1.0, -0.8133434445372879, 1.0, 0.5365986927925355, -0.307302796402783, -1.0, 1.0, 0.24825900500950604, 0.6556947909147228, 1.0, -1.0, -1.0, -0.6146362316248766, -1.0, -0.20956634339319757, 1.0, 0.4665470966955131, 0.17304725966969914, -0.7712250186400428, -1.0, 0.37965919751123733, -0.3083249872457551, 1.0, 1.0, -0.31694227205820347, -0.4124712006028104, 1.0, 0.8200000000000001, -0.4398591160358175, 0.8571793424368661, -1.0, 1.0, -1.0, 1.0, -1.0, 1.0, 0.45037158167197483, -1.0, -1.0] - 1.0
